,title,description,word_timestamp,url
19,Artificial intelligence in fiction,"Artificial intelligence is a recurrent theme in science fiction, whether utopian, emphasising the potential benefits, or dystopian, emphasising the dangers","19 KB (1,840 words) - 09:25, 20 April 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_in_fiction
20,List of artificial intelligence films,"films which included artificial intelligence either as a protagonist or as an essential part of the film. Artificial intelligence in fiction Hogan, Michael;","15 KB (239 words) - 17:50, 20 April 2021",https://en.wikipedia.org/wiki/List_of_artificial_intelligence_films
21,Glossary of artificial intelligence,"This glossary of artificial intelligence is a list of definitions of terms and concepts relevant to the study of artificial intelligence, its sub-disciplines","233 KB (25,558 words) - 02:13, 21 April 2021",https://en.wikipedia.org/wiki/Glossary_of_artificial_intelligence
22,Symbolic artificial intelligence,"Symbolic artificial intelligence is the term for the collection of all methods in artificial intelligence research that are based on high-level ""symbolic""","6 KB (746 words) - 06:07, 8 March 2021",https://en.wikipedia.org/wiki/Symbolic_artificial_intelligence
23,Technological singularity,a superhuman intelligence were to be invented—either through the amplification of human intelligence or through artificial intelligence—it would bring,"95 KB (10,285 words) - 14:53, 4 May 2021",https://en.wikipedia.org/wiki/Technological_singularity
24,Distributed artificial intelligence,Distributed Artificial Intelligence (DAI) also called Decentralized Artificial Intelligence is a subfield of artificial intelligence research dedicated,"11 KB (1,418 words) - 15:48, 19 February 2021",https://en.wikipedia.org/wiki/Distributed_artificial_intelligence
25,Swarm intelligence,"Swarm intelligence (SI) is the collective behavior of decentralized, self-organized systems, natural or artificial. The concept is employed in work on","45 KB (5,129 words) - 02:49, 30 April 2021",https://en.wikipedia.org/wiki/Swarm_intelligence
26,List of programming languages for artificial intelligence,"Artificial intelligence researchers have developed several specialized programming languages for artificial intelligence: AIML (meaning ""Artificial Intelligence","9 KB (979 words) - 04:14, 29 April 2021",https://en.wikipedia.org/wiki/List_of_programming_languages_for_artificial_intelligence
27,Creativity,"creativity and general intelligence, personality type, mental and neural processes, mental health, or artificial intelligence; the potential for fostering","169 KB (20,633 words) - 16:03, 28 April 2021",https://en.wikipedia.org/wiki/Creativity
28,Intelligence,forms of life exhibit intelligence. Intelligence in computers or other machines is called artificial intelligence. The word intelligence derives from the Latin,"37 KB (3,736 words) - 11:07, 29 April 2021",https://en.wikipedia.org/wiki/Intelligence
29,Quantum artificial intelligence,Quantum artificial intelligence (QAI) is an interdisciplinary field that focuses on building quantum algorithms for improving computational tasks within,"2 KB (231 words) - 17:44, 18 April 2021",https://en.wikipedia.org/wiki/Quantum_artificial_intelligence
30,Artificial intelligence art,Artificial Intelligence Art refers to any artwork created using Artificial intelligence software. One of the first significant AI artists was Harold Cohen,"7 KB (649 words) - 18:09, 23 April 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_art
31,Artificial Intelligence: A Guide for Thinking Humans,Artificial Intelligence: A Guide for Thinking Humans is a 2019 nonfiction book by Portland State computer science professor Melanie Mitchell. The book,"8 KB (784 words) - 03:52, 28 June 2020",https://en.wikipedia.org/wiki/Artificial_Intelligence:_A_Guide_for_Thinking_Humans
32,Music and artificial intelligence,"Research in artificial intelligence (AI) is known to have impacted medical diagnosis, stock trading, robot control, and several other fields. Perhaps","10 KB (1,189 words) - 15:23, 30 April 2021",https://en.wikipedia.org/wiki/Music_and_artificial_intelligence
33,Frame (artificial intelligence),"Frames are an artificial intelligence data structure used to divide knowledge into substructures by representing ""stereotyped situations"". They were proposed","29 KB (3,605 words) - 11:35, 3 April 2021",https://en.wikipedia.org/wiki/Frame_(artificial_intelligence)
34,Intelligent agent,"In artificial intelligence, an intelligent agent (IA) refers to an autonomous entity which acts, directing its activity towards achieving goals (i.e.","24 KB (2,862 words) - 11:05, 22 March 2021",https://en.wikipedia.org/wiki/Intelligent_agent
35,Tay (bot),"Tay was an artificial intelligence chatter bot that was originally released by Microsoft Corporation via Twitter on March 23, 2016; it caused subsequent","16 KB (1,502 words) - 12:22, 7 April 2021",https://en.wikipedia.org/wiki/Tay_(bot)
36,Artificial Intelligence (compilation album),Artificial Intelligence is a compilation album released via Warp on 6 July 1992. It is the first release in Warp's Artificial Intelligence series. The,"8 KB (551 words) - 14:20, 30 August 2020",https://en.wikipedia.org/wiki/Artificial_Intelligence_(compilation_album)
37,MIT Computer Science and Artificial Intelligence Laboratory,MIT Computer Science and Artificial Intelligence Laboratory (CSAIL) is a research institute at the Massachusetts Institute of Technology (MIT) formed,"22 KB (2,252 words) - 08:42, 28 January 2021",https://en.wikipedia.org/wiki/MIT_Computer_Science_and_Artificial_Intelligence_Laboratory
38,Artificial intelligence of things,The Artificial Intelligence of Things (AIoT) is the combination of Artificial intelligence (AI) technologies with the Internet of things (IoT) infrastructure,"2 KB (165 words) - 18:34, 22 September 2020",https://en.wikipedia.org/wiki/Artificial_intelligence_of_things
39,"Behavior tree (artificial intelligence, robotics and control)","ISBN 978-1-4673-1736-8. S2CID 419179. Millington; Funge (2009). Artificial Intelligence for Games. CRC Press. ISBN 978-0-12-374731-0. Rabin, S. (2014)","14 KB (1,689 words) - 18:03, 10 February 2021","https://en.wikipedia.org/wiki/Behavior_tree_(artificial_intelligence,_robotics_and_control)"
40,Association for the Advancement of Artificial Intelligence,"Artificial Intelligence (AAAI) is an international scientific society devoted to promote research in, and responsible use of, artificial intelligence","7 KB (634 words) - 15:21, 16 February 2021",https://en.wikipedia.org/wiki/Association_for_the_Advancement_of_Artificial_Intelligence
41,Artificial Intelligence: A Modern Approach,"Artificial Intelligence: A Modern Approach (AIMA) is a university textbook on artificial intelligence, written by Stuart J. Russell and Peter Norvig.","6 KB (540 words) - 22:40, 15 February 2021",https://en.wikipedia.org/wiki/Artificial_Intelligence:_A_Modern_Approach
42,Computational tools for artificial intelligence,This article discusses computational tools used in artificial intelligence. Many problems in AI can be solved theoretically by intelligently searching,"53 KB (5,588 words) - 01:58, 26 December 2020",https://en.wikipedia.org/wiki/Computational_tools_for_artificial_intelligence
43,Reinforcement learning,treatment regimes Error-driven learning Multi-agent system Distributed artificial intelligence Intrinsic motivation Genetic algorithms apprenticeship learning,"42 KB (5,031 words) - 13:03, 4 May 2021",https://en.wikipedia.org/wiki/Reinforcement_learning
44,Artificial Intelligence System,"Artificial Intelligence System (AIS) was a distributed computing project undertaken by Intelligence Realm, Inc. with the long-term goal of simulating","4 KB (449 words) - 22:22, 30 December 2020",https://en.wikipedia.org/wiki/Artificial_Intelligence_System
45,Artificiality,"artificial heart or artificial intelligence. Political scientist and artificial intelligence expert Herbert A. Simon observes that ""some artificial things","4 KB (521 words) - 01:19, 4 May 2021",https://en.wikipedia.org/wiki/Artificiality
46,Machine learning,through experience and by the use of data. It is seen as a part of artificial intelligence. Machine learning algorithms build a model based on sample data,"92 KB (10,640 words) - 23:32, 3 May 2021",https://en.wikipedia.org/wiki/Machine_learning
47,Watson (computer),advertising solutions. Artificial intelligence Blue Gene Commonsense knowledge (artificial intelligence) Glossary of artificial intelligence Strong AI Tech companies,"79 KB (8,446 words) - 15:01, 19 April 2021",https://en.wikipedia.org/wiki/Watson_(computer)
48,Ablation (artificial intelligence),"In artificial intelligence (AI), particularly machine learning (ML), ablation is the removal of a component of an AI system. An ablation study studies","2 KB (264 words) - 00:26, 5 October 2020",https://en.wikipedia.org/wiki/Ablation_(artificial_intelligence)
49,Artificial Intelligence for IT Operations,Artificial Intelligence for IT Operations (AIOps) is a term coined by Gartner in 2016 as an industry category for machine learning analytics technology,"5 KB (514 words) - 21:21, 10 April 2021",https://en.wikipedia.org/wiki/Artificial_Intelligence_for_IT_Operations
50,Artificial intelligence in hiring,"Artificial intelligence (AI) in hiring involves the use of technology to automate aspects of the hiring process. Advances in artificial intelligence, such","20 KB (2,625 words) - 01:31, 24 April 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_in_hiring
51,Artificial Intelligence Laboratory,"Artificial Intelligence Laboratory may refer to: Kiev Laboratory for Artificial Intelligence, a research institute in Kiev, Ukraine MIT Computer Science","429 bytes (79 words) - 13:38, 20 January 2019",https://en.wikipedia.org/wiki/Artificial_Intelligence_Laboratory
52,Artificial Intelligence (series),Artificial Intelligence is a series of albums by Warp Records released from 1992–1994 to exhibit the capabilities and sounds of electronic music. Warp,"4 KB (449 words) - 14:37, 7 January 2021",https://en.wikipedia.org/wiki/Artificial_Intelligence_(series)
53,Intelligent dance music,and μ-Ziq. It was likely inspired by the 1992 Warp compilation Artificial Intelligence and is said to have originated in the US in 1993 with the formation,"27 KB (3,060 words) - 11:43, 26 March 2021",https://en.wikipedia.org/wiki/Intelligent_dance_music
54,Artificial consciousness,"Reggia 2013), is a field related to artificial intelligence and cognitive robotics. The aim of the theory of artificial consciousness is to ""Define that","54 KB (6,288 words) - 23:51, 24 April 2021",https://en.wikipedia.org/wiki/Artificial_consciousness
55,Superintelligence,about how likely present-day human intelligence is to be surpassed. Some argue that advances in artificial intelligence (AI) will probably result in general,"33 KB (3,714 words) - 08:21, 30 April 2021",https://en.wikipedia.org/wiki/Superintelligence
56,Open Letter on Artificial Intelligence,"Hawking, Elon Musk, and dozens of artificial intelligence experts signed an open letter on artificial intelligence calling for research on the societal","10 KB (1,065 words) - 10:32, 23 January 2021",https://en.wikipedia.org/wiki/Open_Letter_on_Artificial_Intelligence
57,AI takeover,"takeover is a hypothetical scenario in which artificial intelligence (AI) becomes the dominant form of intelligence on Earth, with computer programs or robots","28 KB (3,278 words) - 16:04, 4 May 2021",https://en.wikipedia.org/wiki/AI_takeover
58,Percept (artificial intelligence)," Machine perception Russell, Stuart J.; Norvig, Peter (2010). Artificial Intelligence: A Modern Approach (3rd ed.). Upper Saddle River, NJ: Prentice","2 KB (255 words) - 10:41, 1 January 2021",https://en.wikipedia.org/wiki/Percept_(artificial_intelligence)
59,Sentience," Artificial Intelligence: A New Synthesis. Morgan Kaufmann Publishers. ISBN 978-1-55860-467-4. Russell, Stuart J.; Norvig, Peter (2003), Artificial Intelligence:","19 KB (2,200 words) - 11:30, 2 May 2021",https://en.wikipedia.org/wiki/Sentience
60,List of artificial intelligence projects,"following is a list of current and past, non-classified notable artificial intelligence projects. Blue Brain Project, an attempt to create a synthetic","12 KB (1,290 words) - 20:38, 27 March 2021",https://en.wikipedia.org/wiki/List_of_artificial_intelligence_projects
61,Diagnosis (artificial intelligence),"As a subfield in artificial intelligence, Diagnosis is concerned with the development of algorithms and techniques that are able to determine whether","8 KB (1,025 words) - 22:05, 17 December 2020",https://en.wikipedia.org/wiki/Diagnosis_(artificial_intelligence)
62,Playing God (ethics),"algorithms, artificial intelligence has exponentially improved and is now used in everyday technology. The term ""artificial intelligence"" contrasts that","19 KB (2,523 words) - 17:31, 9 March 2021",https://en.wikipedia.org/wiki/Playing_God_(ethics)
63,Data mining,"computer decision support system, including artificial intelligence (e.g., machine learning) and business intelligence. The book Data mining: Practical machine","44 KB (4,997 words) - 12:17, 27 April 2021",https://en.wikipedia.org/wiki/Data_mining
64,Artificial intelligence in government,Artificial intelligence (AI) has a range of uses in government. It can be used to further public policy objectives (in areas such as emergency services,"15 KB (1,509 words) - 18:40, 24 April 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_in_government
65,Joint Artificial Intelligence Center,The Joint Artificial Intelligence Center (JAIC) is an American organization on exploring the usage of Artificial Intelligence (AI) (particularly Edge,"8 KB (656 words) - 03:06, 21 April 2021",https://en.wikipedia.org/wiki/Joint_Artificial_Intelligence_Center
66,Artificial life,history. Artificial neural networks are sometimes used to model the brain of an agent. Although traditionally more of an artificial intelligence technique,"22 KB (2,306 words) - 10:57, 14 February 2021",https://en.wikipedia.org/wiki/Artificial_life
67,Precision medicine,genomic medicine does not further entrench social‐equity concerns. Artificial intelligence is providing paradigm shift toward precision medicine. Machine,"20 KB (2,083 words) - 22:07, 22 April 2021",https://en.wikipedia.org/wiki/Precision_medicine
68,Group 42 (Emirati company),"Group 42 also known as G42, is an artificial intelligence and cloud computing company that was founded in Abu Dhabi, United Arab Emirates (UAE) in 2018","9 KB (938 words) - 10:24, 16 April 2021",https://en.wikipedia.org/wiki/Group_42_(Emirati_company)
69,Language creation in artificial intelligence,"In artificial intelligence, researchers can induce the evolution of language in multi-agent systems when sufficiently capable AI agents have an incentive","6 KB (799 words) - 18:28, 3 April 2021",https://en.wikipedia.org/wiki/Language_creation_in_artificial_intelligence
70,Artificial Intelligence II,Artificial Intelligence II is a compilation album released via Warp on 30 May 1994. It is the eighth and final release in Warp's Artificial Intelligence,"6 KB (247 words) - 02:10, 3 February 2021",https://en.wikipedia.org/wiki/Artificial_Intelligence_II
71,Commonsense knowledge (artificial intelligence),"In artificial intelligence research, commonsense knowledge consists of facts about the everyday world, such as ""Lemons are sour"", that all humans are","11 KB (1,260 words) - 15:12, 4 May 2021",https://en.wikipedia.org/wiki/Commonsense_knowledge_(artificial_intelligence)
72,Artificial intelligence in industry,"Industrial artificial intelligence, or industrial AI, usually refers to the application of artificial intelligence to industry. Unlike general artificial intelligence","11 KB (1,277 words) - 14:29, 10 March 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_in_industry
73,Intrinsic motivation (artificial intelligence),Intrinsic motivation in the study of artificial intelligence and robotics is a mechanism for enabling artificial agents (including robots) to exhibit,"14 KB (1,628 words) - 18:54, 15 March 2021",https://en.wikipedia.org/wiki/Intrinsic_motivation_(artificial_intelligence)
74,Artificial intelligence industry in China,"The artificial intelligence industry in China is a rapidly developing multi-billion dollar industry, spurred by China's strategic policy of military-civil","21 KB (2,189 words) - 17:05, 2 May 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_industry_in_China
75,Cognitive science,"scientists borrow from fields such as linguistics, psychology, artificial intelligence, philosophy, neuroscience, and anthropology. The typical analysis","51 KB (5,938 words) - 12:06, 25 April 2021",https://en.wikipedia.org/wiki/Cognitive_science
76,Global catastrophic risk,non-anthropogenic or external risks. Examples of technology risks are hostile artificial intelligence and destructive biotechnology or nanotechnology. Insufficient or,"111 KB (11,845 words) - 16:51, 4 May 2021",https://en.wikipedia.org/wiki/Global_catastrophic_risk
77,Artificial intelligence for video surveillance,Artificial intelligence for video surveillance utilizes computer software programs that analyze the audio and images from video surveillance cameras in,"23 KB (3,612 words) - 23:56, 18 March 2021",https://en.wikipedia.org/wiki/Artificial_intelligence_for_video_surveillance
78,International Telecommunication Union,"Group on Machine Learning for 5G and the ITU-WHO Focus Group on Artificial Intelligence for Health. Development (ITU-D) Established in 1992, this Sector","41 KB (3,680 words) - 20:07, 21 April 2021",https://en.wikipedia.org/wiki/International_Telecommunication_Union
79,Global Partnership on Artificial Intelligence,The Global Partnership on Artificial Intelligence (GPAI or Gee-Pay) is an international and multistakeholder initiative that aims to advance the responsible,"4 KB (431 words) - 13:13, 22 February 2021",https://en.wikipedia.org/wiki/Global_Partnership_on_Artificial_Intelligence
80,Chatbot,"introduction to his paper presented it more as a debunking exercise: [In] artificial intelligence ... machines are made to behave in wondrous ways, often sufficient","40 KB (4,165 words) - 08:46, 3 May 2021",https://en.wikipedia.org/wiki/Chatbot
81,Outline of computer science,Outline of artificial intelligence Artificial intelligence – The implementation and study of systems that exhibit an autonomous intelligence or behavior,"10 KB (1,009 words) - 07:15, 19 April 2021",https://en.wikipedia.org/wiki/Outline_of_computer_science
82,Saudi Authority for Data and Artificial Intelligence,The Saudi Data and Artificial Intelligence Authority (SDAIA) is a government agency in Saudi Arabia that was established by a royal decree on 30 August,"3 KB (243 words) - 16:52, 14 January 2021",https://en.wikipedia.org/wiki/Saudi_Authority_for_Data_and_Artificial_Intelligence
83,Otherworld (TV series),"planet but the androids and the culture of Thel. The Church of Artificial Intelligence is the official state religion of Thel, and no conflicting ideologies","23 KB (1,967 words) - 23:26, 30 April 2021",https://en.wikipedia.org/wiki/Otherworld_(TV_series)
84,Artificial neural network,"Artificial neural networks (ANNs), usually simply called neural networks (NNs), are computing systems vaguely inspired by the biological neural networks","90 KB (10,182 words) - 14:11, 4 May 2021",https://en.wikipedia.org/wiki/Artificial_neural_network
85,AI effect,"onlookers discount the behavior of an artificial intelligence program by arguing that it is not real intelligence. Author Pamela McCorduck writes: ""It's","9 KB (1,157 words) - 04:07, 19 April 2021",https://en.wikipedia.org/wiki/AI_effect
86,Amazon Mechanical Turk,Harinarayan in a US patent filed in 2001. Amazon coined the term artificial artificial intelligence for processes outsourcing some parts of a computer program,"32 KB (3,642 words) - 02:29, 13 April 2021",https://en.wikipedia.org/wiki/Amazon_Mechanical_Turk
87,Machine Intelligence Research Institute,"The Machine Intelligence Research Institute (MIRI), formerly the Singularity Institute for Artificial Intelligence (SIAI), is a non-profit research institute","13 KB (945 words) - 04:43, 19 January 2021",https://en.wikipedia.org/wiki/Machine_Intelligence_Research_Institute
88,Unsupervised learning,NeurIPS ICML ML JMLR ArXiv:cs.LG Related articles Glossary of artificial intelligence List of datasets for machine-learning research Outline of machine,"26 KB (1,993 words) - 02:55, 23 April 2021",https://en.wikipedia.org/wiki/Unsupervised_learning
89,Artificial Intelligence (journal),Artificial Intelligence is a scientific journal on artificial intelligence research. It was established in 1970 and is published by Elsevier. The journal,"1 KB (64 words) - 07:26, 6 July 2020",https://en.wikipedia.org/wiki/Artificial_Intelligence_(journal)
90,Workplace impact of artificial intelligence,"The impact of artificial intelligence on workers includes both applications to improve worker safety and health, and potential hazards that must be controlled","23 KB (2,301 words) - 18:32, 5 March 2021",https://en.wikipedia.org/wiki/Workplace_impact_of_artificial_intelligence
91,Virtual assistant,voice input to executable commands. Many continually learn using artificial intelligence techniques including machine learning. Some of these assistants,"44 KB (4,806 words) - 15:14, 26 April 2021",https://en.wikipedia.org/wiki/Virtual_assistant
92,Zo (bot),Zo was an artificial intelligence English-language chatbot developed by Microsoft. It was the successor to the chatbot Tay. Zo was shut down in 2019 after,"5 KB (470 words) - 00:56, 15 March 2021",https://en.wikipedia.org/wiki/Zo_(bot)
93,Dartmouth workshop,Research Project on Artificial Intelligence was a 1956 summer workshop widely considered to be the founding event of artificial intelligence as a field. The,"14 KB (1,463 words) - 23:34, 17 April 2021",https://en.wikipedia.org/wiki/Dartmouth_workshop
94,Stanley Kubrick,"remained of Kubrick's production unit, he directed the movie A.I. Artificial Intelligence (2001) which was produced by Kubrick's longtime producer (and brother-in-law)","158 KB (20,291 words) - 14:27, 2 May 2021",https://en.wikipedia.org/wiki/Stanley_Kubrick
95,Legal informatics,"between objects in a given domain"". Artificial intelligence and law (AI and law) is a subfield of artificial intelligence (AI) mainly concerned with applications","29 KB (3,706 words) - 15:14, 30 April 2021",https://en.wikipedia.org/wiki/Legal_informatics
96,German Research Centre for Artificial Intelligence,"The German Research Center for Artificial Intelligence (German: Deutsches Forschungszentrum für Künstliche Intelligenz, DFKI) is one of the world's largest","4 KB (356 words) - 18:56, 30 April 2021",https://en.wikipedia.org/wiki/German_Research_Centre_for_Artificial_Intelligence
97,Dalle Molle Institute for Artificial Intelligence Research,"The Dalle Molle Institute for Artificial Intelligence Research (Italian: Istituto Dalle Molle di Studi sull'Intelligenza Artificiale, IDSIA) is a research","4 KB (245 words) - 07:09, 30 December 2020",https://en.wikipedia.org/wiki/Dalle_Molle_Institute_for_Artificial_Intelligence_Research
98,Supreme Intelligence,Supreme Intelligence is a fictional character appearing in American comic books published by Marvel Comics. The Supreme Intelligence is an artificial intelligence,"41 KB (5,112 words) - 01:05, 3 May 2021",https://en.wikipedia.org/wiki/Supreme_Intelligence
99,Analogy,psychology. It has had reasonable success in computer science and artificial intelligence (see below). Some studies extended the approach to specific subjects,"67 KB (8,551 words) - 01:57, 16 April 2021",https://en.wikipedia.org/wiki/Analogy
100,National Security Commission on Artificial Intelligence,The National Security Commission on Artificial Intelligence (NSCAI) is an independent US commission established in 2018 to make recommendations to the,"3 KB (342 words) - 07:55, 18 March 2021",https://en.wikipedia.org/wiki/National_Security_Commission_on_Artificial_Intelligence
101,Centre for Artificial Intelligence and Robotics,The Centre for Artificial Intelligence and Robotics (CAIR) is a laboratory of the Defence Research & Development Organization (DRDO). Located in Bangalore,"3 KB (162 words) - 14:45, 4 April 2021",https://en.wikipedia.org/wiki/Centre_for_Artificial_Intelligence_and_Robotics
102,"Artificial intelligence, situated approach","In artificial intelligence research, the situated approach builds agents that are designed to behave effectively successfully in their environment. This","12 KB (1,532 words) - 13:11, 26 May 2020","https://en.wikipedia.org/wiki/Artificial_intelligence,_situated_approach"
103,Artificial brain,"cognitive neuroscience. A thought experiment in the philosophy of artificial intelligence, demonstrating that it is possible, at least in theory, to create","12 KB (1,290 words) - 23:07, 2 January 2021",https://en.wikipedia.org/wiki/Artificial_brain
104,Computational intelligence,"Although Artificial Intelligence and Computational Intelligence seek a similar long-term goal: reach general intelligence, which is the intelligence of a","18 KB (2,097 words) - 23:46, 2 March 2021",https://en.wikipedia.org/wiki/Computational_intelligence
105,Instrumental convergence,"are intrinsically valuable to an intelligent agent, whether an artificial intelligence or a human being, as an end in itself. In contrast, instrumental","20 KB (2,554 words) - 10:30, 22 February 2021",https://en.wikipedia.org/wiki/Instrumental_convergence
106,Fei-Fei Li,"diversity and inclusion in the field of artificial intelligence. Her research expertise includes artificial intelligence (AI), machine learning, deep learning","31 KB (2,785 words) - 17:02, 24 April 2021",https://en.wikipedia.org/wiki/Fei-Fei_Li
107,Eliezer Yudkowsky,is an American artificial intelligence (AI) theorist and writer best known for popularizing the idea of friendly artificial intelligence. He is a co-founder,"15 KB (1,172 words) - 00:36, 2 May 2021",https://en.wikipedia.org/wiki/Eliezer_Yudkowsky
108,Eric Horvitz,"been elected Fellow of the Association for the Advancement of Artificial Intelligence (AAAI), the National Academy of Engineering (NAE), the American","38 KB (3,797 words) - 07:48, 9 January 2021",https://en.wikipedia.org/wiki/Eric_Horvitz
109,Competitive programming,data structures. Problems related to constraint programming and artificial intelligence are also popular in certain competitions. Irrespective of the problem,"20 KB (1,602 words) - 08:32, 23 April 2021",https://en.wikipedia.org/wiki/Competitive_programming
110,Views of Elon Musk,in the general. Musk has expressed concern about issues such as artificial intelligence and climate change. He has criticized COVID-19 lockdowns and has,"67 KB (5,896 words) - 08:47, 10 April 2021",https://en.wikipedia.org/wiki/Views_of_Elon_Musk
111,Song-Chun Zhu,"mathematician known for his work in computer vision, cognitive artificial intelligence and robotics. Zhu is a professor in the Departments of Statistics","23 KB (2,771 words) - 09:43, 15 January 2021",https://en.wikipedia.org/wiki/Song-Chun_Zhu
112,Algorithmic bias,"design and adoption of technologies such as machine learning and artificial intelligence. By analyzing and processing data, algorithms are the backbone","100 KB (11,318 words) - 10:39, 4 May 2021",https://en.wikipedia.org/wiki/Algorithmic_bias
113,Artificial Intelligence (John Cale album),"Artificial Intelligence is the tenth solo studio album by Welsh musician John Cale, released on 6 September 1985 by Beggars Banquet. Artificial Intelligence","6 KB (436 words) - 04:16, 10 January 2021",https://en.wikipedia.org/wiki/Artificial_Intelligence_(John_Cale_album)
114,Vivienne Ming,"October 19, 1971) is an American theoretical neuroscientist and artificial intelligence expert. She was named as one of the BBC 100 Women in 2017, and","9 KB (750 words) - 04:41, 22 April 2021",https://en.wikipedia.org/wiki/Vivienne_Ming
